GA_ARTICLE#GA_CODEARTICLE#GA_LIBELLE#GA_CODEBARRE#GA_PVTTC
B3757681077029H                  X#B3757681077029H#Style Scarlett Blue Black#4063041968391#55,99
B3757681077029J                  X#B3757681077029J#Style Scarlett Blue Black#4063041956602#48,99
B3757681077030G                  X#B3757681077030G#Style Scarlett Blue Black#4063041968407#55,99
B3757681077030H                  X#B3757681077030H#Style Scarlett Blue Black#4063041956619#48,99
B3757681077030J                  X#B3757681077030J#Style Scarlett Blue Black#4063041968414#55,99
B3757681077031G                  X#B3757681077031G#Style Scarlett Blue Black#4063041956626#48,99
B3757681077031H                  X#B3757681077031H#Style Scarlett Blue Black#4063041968421#55,99
B3757681077031J                  X#B3757681077031J#Style Scarlett Blue Black#4063041956633#48,99
B3757681077032G                  X#B3757681077032G#Style Scarlett Blue Black#4063041968438#55,99
B3757681077032H                  X#B3757681077032H#Style Scarlett Blue Black#4063041956640#48,99
B3757681077032J                  X#B3757681077032J#Style Scarlett Blue Black#4063041968445#55,99
B3757681077033G                  X#B3757681077033G#Style Scarlett Blue Black#4063041956657#48,99
B3757681077033H                  X#B3757681077033H#Style Scarlett Blue Black#4063041968452#55,99
B3757681077033J                  X#B3757681077033J#Style Scarlett Blue Black#4063041956664#48,99
B3757681077034G                  X#B3757681077034G#Style Scarlett Blue Black#4063041968469#55,99
B3757681077034H                  X#B3757681077034H#Style Scarlett Blue Black#4063041956671#48,99
B3757681077034J                  X#B3757681077034J#Style Scarlett Blue Black#4063041973982#39,99
B3757681077036G                  X#B3757681077036G#Style Scarlett Blue Black#4063041973999#39,99
B3757681077036H                  X#B3757681077036H#Style Scarlett Blue Black#4063041974002#39,99
B3757681077036J                  X#B3757681077036J#Style Scarlett Blue Black#4063041974019#39,99
B3757701077025E                  X#B3757701077025E#Style Tracey Jogg Blue Black#4063041974026#39,99
B3757701077025G                  X#B3757701077025G#Style Tracey Jogg Blue Black#4063041974033#39,99
B3757701077026E                  X#B3757701077026E#Style Tracey Jogg Blue Black#4063041974040#39,99
B3757701077026G                  X#B3757701077026G#Style Tracey Jogg Blue Black#4063041974057#39,99
B3757701077027E                  X#B3757701077027E#Style Tracey Jogg Blue Black#4063041974064#39,99
B3757701077027G                  X#B3757701077027G#Style Tracey Jogg Blue Black#4063041974071#39,99
B3757701077028E                  X#B3757701077028E#Style Tracey Jogg Blue Black#4063041974088#39,99
B3757701077028G                  X#B3757701077028G#Style Tracey Jogg Blue Black#4063041993546#55,99
B3757701077029E                  X#B3757701077029E#Style Tracey Jogg Blue Black#4063041993553#55,99
B3757701077029G                  X#B3757701077029G#Style Tracey Jogg Blue Black#4063041993560#55,99
B3757701077030E                  X#B3757701077030E#Style Tracey Jogg Blue Black#4063041993577#55,99
B3757701077030G                  X#B3757701077030G#Style Tracey Jogg Blue Black#4063041993584#55,99
B3757701077031E                  X#B3757701077031E#Style Tracey Jogg Blue Black#4063041993591#55,99
B3757701077031G                  X#B3757701077031G#Style Tracey Jogg Blue Black#4063041993607#55,99
B3757701077032E                  X#B3757701077032E#Style Tracey Jogg Blue Black#4063041993614#55,99
B3757701077032G                  X#B3757701077032G#Style Tracey Jogg Blue Black#4063041993621#55,99
B3757701077033E                  X#B3757701077033E#Style Tracey Jogg Blue Black#4063041993638#24,99
B3757701077033G                  X#B3757701077033G#Style Tracey Jogg Blue Black#4063041993645#24,99
B3757701077034E                  X#B3757701077034E#Style Tracey Jogg Blue Black#4063041993652#24,99
B3757701077034G                  X#B3757701077034G#Style Tracey Jogg Blue Black#4063041993669#24,99
B3757701077036E                  X#B3757701077036E#Style Tracey Jogg Blue Black#4063041993676#24,99
B3757701077036G                  X#B3757701077036G#Style Tracey Jogg Blue Black#4063041993683#24,99
B3758071023625J                  X#B3758071023625J#Style Toronto Straight Rinsed#4063041993690#24,99
B3758071023626J                  X#B3758071023626J#Style Toronto Straight Rinsed#4063041993706#24,99
B3758071023627J                  X#B3758071023627J#Style Toronto Straight Rinsed#4063041993713#24,99
B3758071023628J                  X#B3758071023628J#Style Toronto Straight Rinsed#4063041993720#24,99
B3758071023629J                  X#B3758071023629J#Style Toronto Straight Rinsed#4063041993737#24,99
B3758071023630J                  X#B3758071023630J#Style Toronto Straight Rinsed#4063041993744#24,99
B3758071023631J                  X#B3758071023631J#Style Toronto Straight Rinsed#4063041993751#24,99
B3758071023632J                  X#B3758071023632J#Style Toronto Straight Rinsed#4063041944876#48,99
B3758071023633J                  X#B3758071023633J#Style Toronto Straight Rinsed#4063041944883#48,99
B3758071023634J                  X#B3758071023634J#Style Toronto Straight Rinsed#4063041944890#48,99
B3758071023636J                  X#B3758071023636J#Style Toronto Straight Rinsed#4063041945033#48,99
B3758221327325G                  X#B3758221327325G#Style Toronto MID Color#4063041973821#55,99
B3758221327325H                  X#B3758221327325H#Style Toronto MID Color#4063041945088#48,99
B3758221327326G                  X#B3758221327326G#Style Toronto MID Color#4063041945156#48,99
B3758221327326H                  X#B3758221327326H#Style Toronto MID Color#4063041945194#48,99
B3758221327327G                  X#B3758221327327G#Style Toronto MID Color#4063041945200#48,99
B3758221327327H                  X#B3758221327327H#Style Toronto MID Color#4063041945316#48,99
B3758221327328G                  X#B3758221327328G#Style Toronto MID Color#4063041945323#48,99
B3758221327328H                  X#B3758221327328H#Style Toronto MID Color#4063041961545#48,99
B3758221327329G                  X#B3758221327329G#Style Toronto MID Color##0
B3758221327329H                  X#B3758221327329H#Style Toronto MID Color##0
B3758221327330G                  X#B3758221327330G#Style Toronto MID Color##0
B3758221327330H                  X#B3758221327330H#Style Toronto MID Color##0
B3758221327331G                  X#B3758221327331G#Style Toronto MID Color##0
B3758221327331H                  X#B3758221327331H#Style Toronto MID Color##0
B3758221327332G                  X#B3758221327332G#Style Toronto MID Color##0
B3758221327332H                  X#B3758221327332H#Style Toronto MID Color##0
B3758221327333G                  X#B3758221327333G#Style Toronto MID Color##0
B3758221327333H                  X#B3758221327333H#Style Toronto MID Color##0
B3758221327334G                  X#B3758221327334G#Style Toronto MID Color##0
B3758221327334H                  X#B3758221327334H#Style Toronto MID Color##0
B3758221327336G                  X#B3758221327336G#Style Toronto MID Color##0
B3758221327336H                  X#B3758221327336H#Style Toronto MID Color##0
B57195413273A                    X#B57195413273A#Solid Woven Check Loop##0
B57195414166A                    X#B57195414166A#Solid Woven Check Loop##0
B57195414188A                    X#B57195414188A#Solid Woven Check Loop##0
B57195634077A                    X#B57195634077A#Patchwork and Foil Loop##0
B57195734077A                    X#B57195734077A#Cozy Print Loop##0
B57195734188A                    X#B57195734188A#Cozy Print Loop##0
B57195833273A                    X#B57195833273A#Print Cloth##0
B57195933273A                    X#B57195933273A#Wording Print Scarf##0
B57195934077A                    X#B57195934077A#Wording Print Scarf##0
B57196134166A                    X#B57196134166A#Cozy Woven Check Scarf##0
B57196134188A                    X#B57196134188A#Cozy Woven Check Scarf##0
B57196333273A                    X#B57196333273A#Woven Check Cloth##0
BL500247                         X#BL500247#Breitling Navitimer Chronotgraph B01 43##12000
BL500247          001001001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000852#0
BL500247          001001002      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000869#0
BL500247          001002001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000876#0
BL500247          001002002      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000883#0
BL500247          001003001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000890#0
BL500247          001003002      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000906#0
BL500247          001004001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000913#0
BL500247          001004002      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000920#0
BL500247          002001001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000937#0
BL500247          002002001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000944#0
BL500247          002003001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000951#0
BL500247          002004001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000968#0
BL500247          003004001      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000975#0
BL500247          003004002      X#BL500247#Breitling Navitimer Chronotgraph B01 43#9990000000982#0
CFL                              X#CFL#Cash float##0
CIS                              X#CIS#Cash from safe##0
CNR                              X#CNR#Credit Note##0
COS                              X#COS#Withdrawal##0
DE010009                         X#DE010009#Point of Energy Sportsdrink#4260568290084#2,99
DE010010                         X#DE010010#Ültje Erdnüsse Pikant gewürzt#4004980511200#2,5
DE010015                         X#DE010015#Gravur Ring#9990000001002#20
DE010016                         X#DE010016#Gravur Uhr#9990000001019#20
DE010017                         X#DE010017#Austausch Knopfzelle Uhr#9990000001026#10
DE010018                         X#DE010018#Reinigung#9990000001033#20
DE010019                         X#DE010019#Politur#9990000001040#50
DE010020                         X#DE010020#Batterie Uhr#9990000001057#0
DE020002                         X#DE020002#Men Athletic Shirt##32,95
DE020002          001            X#DE020002#Men Athlectic Shirt white#9990000001620#32,95
DE020002          002            X#DE020002#Men Athlectic Shirt white#9990000001613#32,95
DE020002          003            X#DE020002#Men Athlectic Shirt white#9990000001606#32,95
DE020002          004            X#DE020002#Men Athlectic Shirt white#9990000001590#32,95
DE020002          005            X#DE020002#Men Athlectic Shirt white#9990000001637#32,95
DE020002          006            X#DE020002#Men Athlectic Shirt white#9990000001644#32,95
DE020002          007            X#DE020002#Men Athlectic Shirt white#9990000001651#32,95
DE020002          008            X#DE020002#Men Athlectic Shirt white#9990000001668#32,95
DE020004                         X#DE020004#Col##0
DE020004          003001         X#DE020004#Colorblock Weste#9990000000715#0
DE020004          003002         X#DE020004#Colorblock Weste#9990000000777#0
DE020004          003003         X#DE020004#Colorblock Weste#9990000000784#0
DE020004          004001         X#DE020004#Colorblock Weste#9990000000722#0
DE020004          004002         X#DE020004#Colorblock Weste#9990000000791#0
DE020004          004003         X#DE020004#Colorblock Weste#9990000000807#0
DE020004          005001         X#DE020004#Colorblock Weste#9990000000739#0
DE020004          005002         X#DE020004#Colorblock Weste#9990000000746#0
DE020004          005003         X#DE020004#Colorblock Weste#9990000000753#0
DE020004          006001         X#DE020004#Colorblock Weste#9990000000708#0
DE020004          006002         X#DE020004#Colorblock Weste#9990000000760#0
DE020004          006003         X#DE020004#Colorblock Weste#9990000000814#0
DE020006                         X#DE020006#Ring#9990000000692#1900
DE020007                         X#DE020007#Ohrringe#9990000000821#0
DE020008                         X#DE020008#Ohrringe Herz#9990000000838#0
DE020009                         X#DE020009#Ohrringe Rom#9990000000845#599
DE020010                         X#DE020010#Men Athletic Shirt##32,95
DEP                              X#DEP#Deposit##0
DRE                              X#DRE#Deposit##0
EIN                              X#EIN#besondere Einnahme##0
EIN7                             X#EIN7#Einnahme 7%##0
GCA                              X#GCA#Acquisition of gift card##0
